ID,link
ILLU_14988_74_0,http://www.artnet.fr/artists/conrad-felixm%C3%BCller/5
ILLU_14990_87_1,http://www.artnet.fr/artists/max-ernst/3
ILLU_14990_87_1,http://www.artnet.fr/artists/max-ernst/2
ILLU_14990_87_1,http://www.artnet.fr/artists/max-ernst/4
ILLU_14992_269_2,http://www.artnet.fr/artists/lucia-moholy/3
ILLU_14993_130_1,http://www.artnet.fr/artistes/walter-gropius/meisterhaus-gropius-bauhaus-dessau-NAMZk5XpmqF4ojx0l-PIow2
ILLU_14993_130_2,http://www.artnet.fr/artists/lucia-moholy/3
ILLU_14993_130_3,http://www.artnet.fr/artists/lucia-moholy/3
ILLU_14993_132_2,http://www.artnet.fr/artists/lucia-moholy/3
ILLU_15024_23_0,https://commons.wikimedia.org/wiki/File:L%27%C3%A9vacuation_des_oeuvres_du_Palais_des_Beaux-Arts_de_Lille_%C3%A0_Bruxelles_pendant_la_guerre_1914-1918.jpg
ILLU_15024_23_0,https://commons.wikimedia.org/wiki/File:L%27%C3%A9vacuation_des_oeuvres_du_Palais_des_Beaux-Arts_de_Lille_%C3%A0_Bruxelles_pendant_la_guerre_1914-1918.jpg
ILLU_15028_6_0,"https://commons.wikimedia.org/wiki/Frans_Hals_catalog_raisonn%C3%A9,_1910"
ILLU_15213_538_0,https://commons.wikimedia.org/wiki/File:Max_Liebermann_Altm%C3%A4nnerhaus_in_Amsterdam.jpg
ILLU_15312_21_0,https://commons.wikimedia.org/wiki/Category:Bonifacius_Amerbach_(Hans_Holbein_der_J%C3%BCngere_-_Kunstmuseum_Basel)
ILLU_15312_21_0,https://commons.wikimedia.org/wiki/File:Portrait_of_Bonifacius_Amerbach_by_Hans_Holbein_the_Younger_(1519).jpg
ILLU_15316_482_0,https://commons.wikimedia.org/wiki/File:Hans_Holbein_-_The_Dance_of_Death-_The_Cardinal;_The_Empress_-_1922.500_-_Cleveland_Museum_of_Art.jpg
ILLU_15334_327_0,https://commons.wikimedia.org/wiki/File:Hans_von_Mar%C3%A9es_007.jpg
ILLU_15639_134_0,https://commons.wikimedia.org/wiki/Category:Paul_Cassirer
ILLU_15639_134_0,https://commons.wikimedia.org/wiki/Category:Paul_Cassirer?uselang=ja
ILLU_15639_142_0,https://commons.wikimedia.org/wiki/File:The_Kiss_of_the_Sphinx.jpg
ILLU_15678_33_0,https://commons.wikimedia.org/wiki/File:Lucas_Cranach_the_Elder_-_Virgin_and_Child_-_Google_Art_Project.jpg
ILLU_15680_69_0,https://commons.wikimedia.org/wiki/File:Balthasar_Denner_-_Alte_Frau_-_GG_675_-_Kunsthistorisches_Museum.jpg
ILLU_15684_247_0,https://commons.wikimedia.org/wiki/Category:Auguste_Oleffe
ILLU_15684_247_0,https://commons.wikimedia.org/wiki/Category:Museum_of_Ixelles
ILLU_15684_247_0,https://commons.wikimedia.org/wiki/Category:Auguste_Oleffe?uselang=nl
ILLU_15687_37_0,https://www.musee-orsay.fr/fr/oeuvres/branche-de-pommier-en-fleurs-8044
ILLU_15689_82_0,https://commons.wikimedia.org/wiki/File:Scheideblick_vom_Gotthard_nach_Italien@Drawing_by_Goethe.jpg
ILLU_15689_85_0,https://commons.wikimedia.org/wiki/File:Goethe_DampfendeT%C3%A4ler_bei_Ilmenau.jpeg
ILLU_15696_274_2,https://commons.wikimedia.org/wiki/File:Hans_Maler_-_Disputatio_zwischen_Propheten_und_Heiligen_-_45_b_-_Staatliche_Kunsthalle_Karlsruhe.jpg
ILLU_15696_275_0,"https://commons.wikimedia.org/wiki/File:Michael_Pacher_-_Kirchenv%C3%A4teraltar,_Hl._Augustinus_-_2597_-_Bavarian_State_Painting_Collections.jpg"
ILLU_15715_157_1,https://commons.wikimedia.org/wiki/File:Franz-seraph-von-lenbach-emma-berndl-als-iphigenie.jpg
ILLU_15795_137_0,"https://commons.wikimedia.org/wiki/File:Max_Liebermann,_Altm%C3%A4nnerhaus_in_Amsterdam,_1881,_MGS-20160312-001.jpg"
ILLU_15893_198_0,https://commons.wikimedia.org/wiki/Fritz_Erler_(painter)
ILLU_15893_198_0,https://commons.wikimedia.org/wiki/Category:Fritz_Erler_(painter)
ILLU_15893_201_0,http://www.artnet.fr/artistes/leo-putz/the-picnic-M64iGGURs-k0O9CVlLSkBA2
ILLU_15893_201_0,https://commons.wikimedia.org/wiki/File:Leo_Putz_-_Picknick_-_8333_-_Bavarian_State_Painting_Collections.jpg
ILLU_15949_78_1,http://www.artnet.fr/artistes/man-ray/%C3%A9levage-de-poussi%C3%A8re-grand-verre-de-marcel-vziLDxm5pfnfiOWds98fXQ2
ILLU_15949_78_1,http://www.artnet.fr/artists/man-ray/21
ILLU_16013_377_0,http://www.artnet.fr/artistes/camille-bombois/
ILLU_16013_377_1,http://www.artnet.fr/artistes/camille-bombois/
ILLU_16025_54_0,https://commons.wikimedia.org/wiki/File:Beatrice_Addressing_Dante_(by_William_Blake).jpg
ILLU_16297_127_1,"https://commons.wikimedia.org/wiki/File:Kandinsky_-_Akhtyrka,_Park,_vers_1901_-_1903.jpg"
ILLU_16299_337_4,http://www.artnet.fr/artistes/fernand-l%C3%A9ger/le-mannequin-au-damier-gey9-x9k0QnfhBWR5yUhBA2
ILLU_16299_337_4,http://www.artnet.fr/artists/fernand-l%C3%A9ger/11
ILLU_16299_337_4,http://www.artnet.fr/artists/fernand-l%C3%A9ger/10
ILLU_16299_337_4,http://www.artnet.fr/artists/fernand-l%C3%A9ger/9
ILLU_16301_167_0,http://www.artnet.fr/artistes/theodor-werner/3
ILLU_16301_167_0,http://www.artnet.fr/artists/theodor-werner/2
ILLU_16301_167_1,http://www.artnet.fr/artistes/theodor-werner/3
ILLU_16301_167_1,http://www.artnet.fr/artists/theodor-werner/2
